,id,Doc,Target,Original_Value,Attached_Value,Type,Annotator,DOI
118,118,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['7'], ['g'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
119,119,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['5'], ['g'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
120,120,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['3'], ['g'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
121,121,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['1'], ['g'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
122,122,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['0'], ['g'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
123,123,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['0'], ['%'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
124,124,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['1'], ['%'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
125,125,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['3'], ['%'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
126,126,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['7'], ['%'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
127,127,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['9'], ['%'])",['clay'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.lwt.2008.12.016
128,128,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,component_qty_value,"(['20'], ['g', 'kg', '^', '−', '1'])","['TiO2', '/', 'HDPE']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.idairyj.2003.09.001
129,129,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,component_qty_value,"(['40'], ['g', 'kg', '^', '−', '1'])","['carbon', 'black', '/', 'HDPE']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.idairyj.2003.09.001
130,130,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['10'], ['wt', '%'])",['lignin'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
131,131,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['5'], ['wt', '%'])",['lignin'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
132,132,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['3'], ['wt', '%'])",['lignin'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
133,133,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['1'], ['wt', '%'])",['lignin'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
134,134,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['150'], ['mL'])","['distilled', 'water']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
135,135,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['4'], ['g'])",['agar'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
136,136,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['1.6'], ['g'])",['glycerol'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.ijbiomac.2015.08.015
137,137,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,component_qty_value,"(['1'], ['%'])",['Chitosan'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
138,138,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,component_qty_value,"(['0.5'], ['%'])","['acetic', 'acid']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
139,139,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,component_qty_value,"(['0.1'], ['%'])",['sorbitol'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
140,140,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,component_qty_value,"(['0.2'], ['%'])",['PEG'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.foodhyd.2006.08.005
141,141,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['1'], ['wt', '.', '%'])",['s-CNC'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
142,142,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['5'], ['wt', '.', '%'])",['modified'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
143,143,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['64'], ['%'])",['MCC'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
144,144,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['1.0'], ['%'])",['NaOH'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
145,145,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['0.1'], ['wt', '.', '%'])","['dilute', 'CNC', 'suspension']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
146,146,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['s-CNC'], '')","['Modified', 'cellulose', 'nanocrystals']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
147,147,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['4'], '')","['Modified', 'cellulose', 'nanocrystals']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
148,148,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['1'], '')","['acid', 'phosphate', 'ester', 'of', 'ethoxylated', 'nonylphenol']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
149,149,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['0.25'], ['wt', '.', '%'])","['NaOH', 'solution']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
150,150,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['0.6'], ['wt', '.', '%'])","['modified', 'cellulose', 'nanocrystals']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
151,151,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['1'], ['g'])",['PLA'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
152,152,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['25'], ['mL'])",['CHCl3'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
153,153,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['4'], ['%'])","['pristine', 'CNC', 'and', 'modified', 's-CNC']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
154,154,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['15'], ['%'])","['pristine', 'CNC', 'and', 'modified', 's-CNC']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
155,155,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['4'], ['wt', '.', '%'])",['microfibres'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
156,156,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['3'], ['wt', '.', '%'])",['nanocrystals'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
157,157,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['2'], ['wt', '.', '%'])",['nanocrystals'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
158,158,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['10'], ['%'])",['ethanol'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.carbpol.2012.06.025
159,159,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,component_qty_value,"(['20'], ['wt', '%'])","['silica', 'particles']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2008.12.073
160,160,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['2.5'], ['wt', '.', '%'])",['montmorillonite'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2010.07.032
161,161,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['7.5'], ['wt', '.', '%'])",['montmorillonite'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2010.07.032
162,162,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['20'], ['wt', '.', '%'])",['glycerol'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2010.07.032
163,163,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['80'], '')",['starch'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2010.07.032
164,164,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['20'], '')",['plasticizer'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2010.07.032
165,165,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['0'], ['wt', '.', '%'])",['nanoclays'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2010.07.032
166,166,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['3'], ['wt', '.', '%'])",['starch'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2010.07.032
167,167,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['0.5'], ['wt', '.', '%'])",['MMT'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2010.07.032
168,168,Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['8'], ['wt', '%'])",['moisture'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.indcrop.2015.01.028
169,169,Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['3'], ['%'])",['NaOH'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.indcrop.2015.01.028
170,170,Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['6'], ['%'])",['NaOH'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.indcrop.2015.01.028
171,171,Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['70'], '')","['olive', 'pomace']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.indcrop.2015.01.028
172,172,Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['30'], '')",['ethanol-water-solution'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.indcrop.2015.01.028
173,173,Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['0.5'], ['g'])",['BSG'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.indcrop.2015.01.028
174,174,Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['72'], ['%'])",['H2SO4'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.indcrop.2015.01.028
175,175,Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['20'], ['wt', '%'])",['WSF'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.indcrop.2015.01.028
176,176,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['5'], ['wt', '%'])",['MMT'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
177,177,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['0.04'], ['g'])",['WG'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
178,178,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['50'], ['mL'])",['WG'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
179,179,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['2'], ['%'])","['Acetic', 'acid']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
180,180,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['30'], ['mL'])","['distilled', 'water']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
181,181,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['2'], ['g'])",['glycerol'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
182,182,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['wt', '%'], '')",['glycerol'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
183,183,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['10'], ['wt', '%'])",['MMT'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
184,184,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['7.5'], ['wt', '%'])",['MMT'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
185,185,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['2.5'], ['wt', '%'])",['MMT'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
186,186,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['1'], ['wt', '%'])",['MMT'],ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2006.11.050
187,187,Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['5'], ['g'])","['Cloisite', '^', '®', 'Na', '^', '+']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2009.11.057
188,188,Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['330'], ['ml'])","['deionized', 'water']",ADDIMENTIONNAL,1,https://doi.org/10.1016/j.memsci.2009.11.057
